ttid,rank,title,fulltitle,year,image_url,crew,imdb_rating,imdb_rating_count
tt0403778,173,Long Way Round,Long Way Round (2004),2004,"https://m.media-amazon.com/images/M/MV5BYTAxNWFmMTktMDVjNC00YWFkLTg2NDQtNjQwODZlYmQ2YTA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ewan McGregor, Charley Boorman",8.5,13755
tt2244495,174,The Eric Andre Show,The Eric Andre Show (2012),2012,"https://m.media-amazon.com/images/M/MV5BZWI4YTVhYmMtZmZjNS00MmFjLTkyMDItNzcxYjVjZjZmODliXkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Eric André, Hannibal Buress",8.5,16741
tt7562112,175,Pose,Pose (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjQ2ZDMzNmMtZWZmZC00MTFjLWFiMTMtNzJjY2Q3ZjQ3MmI0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Michaela Jaé (MJ) Rodriguez, Dominique Jackson",8.5,27398
tt4093826,176,Twin Peaks,Twin Peaks (2017),2017,"https://m.media-amazon.com/images/M/MV5BZWZiNWI0MzgtMDMyYS00NDY2LWI0Y2YtNTQ2ZWJhNzU2NTEyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX128_CR0,3,128,176_AL_.jpg","Kyle MacLachlan, Sheryl Lee",8.5,64406
tt1305826,177,Adventure Time,Adventure Time (2010),2010,"https://m.media-amazon.com/images/M/MV5BZGY2ZGFkYjctOWY2Ni00MGQ5LWE4OTItNjJhNzA5MWFmMjk1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,3,128,176_AL_.jpg","John DiMaggio, Jeremy Shada",8.5,87977
tt0088509,178,Dragon Ball,Dragon Ball (1986),1986,"https://m.media-amazon.com/images/M/MV5BMjRlYTYyMDUtOGY5MC00MmFiLTljOTMtM2QzOWZjMWViN2FiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Masako Nozawa, Jôji Yanami",8.5,54286
tt0863046,179,Flight of the Conchords,Flight of the Conchords (2007),2007,"https://m.media-amazon.com/images/M/MV5BNTM4M2VhY2UtZTJmMi00YmFjLTk4OWItMzU2ZDA3NTUxZjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Jemaine Clement, Bret McKenzie",8.5,58931
tt0280249,180,Dragon Ball,Dragon Ball (1995),1995,"https://m.media-amazon.com/images/M/MV5BNDYyNTJkNmItYjgxNC00ODliLTg2MGMtZjkxNjEwYzdjNjUxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR6,0,128,176_AL_.jpg","Brice Armstrong, Steve Olson",8.5,58043
tt0086831,181,"Yes, Prime Minister","Yes, Prime Minister (1986)",1986,"https://m.media-amazon.com/images/M/MV5BZDAyOTQ5YWUtNjNiZS00NmJiLTljNDItMzU2YWNjMjk4MTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Paul Eddington, Nigel Hawthorne",8.5,11014
tt4158110,182,Mr. Robot,Mr. Robot (2015),2015,"https://m.media-amazon.com/images/M/MV5BMzgxMmQxZjQtNDdmMC00MjRlLTk1MDEtZDcwNTdmOTg0YzA2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX128_CR0,3,128,176_AL_.jpg","Rami Malek, Christian Slater",8.5,368933
tt0487831,183,The IT Crowd,The IT Crowd (2006),2006,"https://m.media-amazon.com/images/M/MV5BMjE5MThjMzAtNWVmNC00YThkLTlmNzktMTM3Yzk4YTZhMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Chris O'Dowd, Richard Ayoade",8.5,145752
tt4647692,184,Letterkenny,Letterkenny (2016),2016,"https://m.media-amazon.com/images/M/MV5BMzRjOWYyNDUtYTJhMC00ZmZmLThlYmYtOWJkMzk4MGQ2NDFhXkEyXkFqcGdeQXVyMjQyMDc5MA@@._V1_UX128_CR0,3,128,176_AL_.jpg","Jared Keeso, Nathan Dales",8.5,20327
tt6108262,185,Black Sun,Black Sun (2017),2017,"https://m.media-amazon.com/images/M/MV5BYjAzMzc3OTMtZTAzNi00OWI0LWJmOGEtYjI3MWZmY2IzNDkxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_UX128_CR0,1,128,176_AL_.jpg","Andrija Kuzmanovic, Marija Bergam",8.5,11118
tt4082744,186,Detectorists,Detectorists (2014),2014,"https://m.media-amazon.com/images/M/MV5BZGUyOWJiYTUtN2E0Ni00MGUwLTk4ZjktYzc3ZmRkNzVlNTU0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX128_CR0,3,128,176_AL_.jpg","Mackenzie Crook, Toby Jones",8.5,13508
tt7221388,187,Cobra Kai,Cobra Kai (2018),2018,"https://m.media-amazon.com/images/M/MV5BY2NmNzEzN2QtMTBhOC00OGY1LThkMGMtZTIwMTE3MmUyNDc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY176_CR6,0,128,176_AL_.jpg","Ralph Macchio, William Zabka",8.5,160031
tt0094517,188,Mystery Science Theater 3000,Mystery Science Theater 3000 (1988),1988,"https://m.media-amazon.com/images/M/MV5BMTc4Nzc0Mzc5M15BMl5BanBnXkFtZTcwMDYzNTYyMQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Joel Hodgson, Michael J. Nelson",8.5,24177
tt0237123,189,Coupling,Coupling (2000),2000,"https://m.media-amazon.com/images/M/MV5BMTQzMDk1ODI2M15BMl5BanBnXkFtZTYwNjMyNDk4._V1_UX128_CR0,3,128,176_AL_.jpg","Jack Davenport, Gina Bellman",8.5,44820
tt0047708,190,Alfred Hitchcock Presents,Alfred Hitchcock Presents (1955),1955,"https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Alfred Hitchcock, Harry Tyler",8.5,16643
tt0118273,191,Brass Eye,Brass Eye (1997),1997,"https://m.media-amazon.com/images/M/MV5BOGRjYzI3OGEtZDFmNi00OWQxLWFjODgtZDUyNWMxYjI4MjA5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher Morris, Mark Heap",8.5,10482
tt2701582,192,Endeavour,Endeavour (2012),2012,"https://m.media-amazon.com/images/M/MV5BYjRkZTRkNDUtMTliMC00MjAzLTg4MDUtNjBmODYxMmFkZGU3XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX128_CR0,1,128,176_AL_.jpg","Shaun Evans, Roger Allam",8.5,23851
tt0106028,193,Homicide: Life on the Street,Homicide: Life on the Street (1993),1993,"https://m.media-amazon.com/images/M/MV5BYTVmZTRhNWItNmQ3Yi00MzNiLWJiZTctOWMyOWRlMDY4YWMyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX128_CR0,1,128,176_AL_.jpg","Richard Belzer, Clark Johnson",8.5,12480
tt0421357,194,Fullmetal Alchemist,Fullmetal Alchemist (2003),2003,"https://m.media-amazon.com/images/M/MV5BZDMwZjg5ODgtMjVhMS00ZmVkLWI2YTMtMmQzZDI3ZjMwMDIwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX128_CR0,1,128,176_AL_.jpg","Vic Mignogna, Aaron Dismuke",8.5,68090
tt7472896,195,Mr Inbetween,Mr Inbetween (2018),2018,"https://m.media-amazon.com/images/M/MV5BNWU4MTA0ZTItZmUyYi00ZGY3LWE2NTYtMDQ3N2RkZjcwYjk4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Scott Ryan, Chika Yasumura",8.5,14591
tt5288312,196,Skam,Skam (2015),2015,"https://m.media-amazon.com/images/M/MV5BMzc5NmE5ZDItZGQxZC00ZTdhLThlYzktYjE0NWIyZDM3OGRlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Josefine Frida Pettersen, Iman Meskini",8.5,32136
tt2575988,197,Silicon Valley,Silicon Valley (2014),2014,"https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UX128_CR0,1,128,176_AL_.jpg","Thomas Middleditch, T.J. Miller",8.5,141487
tt0436992,198,Doctor Who,Doctor Who (2005),2005,"https://m.media-amazon.com/images/M/MV5BZWJhYjFmZDEtNTVlYy00NGExLWJhZWItNTAxODY5YTc3MDFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Jodie Whittaker, Peter Capaldi",8.5,216010
tt1534360,199,Ezel,Ezel (2009),2009,"https://m.media-amazon.com/images/M/MV5BMjIzOTY1YTYtNmRhMC00MzAxLWEzMzUtM2ZiMmYwNTY0MjMyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UX128_CR0,1,128,176_AL_.jpg","Kenan Imirzalioglu, Cansu Dere",8.5,31068
tt3230854,200,The Expanse,The Expanse (2015),2015,"https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Strait, Dominique Tipper",8.5,142859
tt2100976,201,Impractical Jokers,Impractical Jokers (2011),2011,"https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX128_CR0,1,128,176_AL_.jpg","Brian Quinn, James Murray",8.5,37937
tt1492966,202,Louie,Louie (2010),2010,"https://m.media-amazon.com/images/M/MV5BMTg4NDE2NTEzM15BMl5BanBnXkFtZTgwMTc2MTExODE@._V1_UX128_CR0,3,128,176_AL_.jpg","Louis C.K., Hadley Delany",8.5,77573
tt0995832,203,Generation Kill,Generation Kill (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Alexander Skarsgård, James Ransone",8.5,51684
tt2243973,204,Hannibal,Hannibal (2013),2013,"https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,1,128,176_AL_.jpg","Hugh Dancy, Mads Mikkelsen",8.5,245208
tt1758429,205,Spartacus: Gods of the Arena,Spartacus: Gods of the Arena (2011),2011,"https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Hannah, Manu Bennett",8.5,134037
tt1586680,206,Shameless,Shameless (2011),2011,"https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX128_CR0,3,128,176_AL_.jpg","Emmy Rossum, William H. Macy",8.5,226565
tt0278238,207,Samurai Jack,Samurai Jack (2001),2001,"https://m.media-amazon.com/images/M/MV5BZWQ2MDNiNTItYmM3ZS00MmI4LWFlMDQtOGVhYzlhZmZkNzI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Phil LaMarr, Mako",8.4,50843
tt0290978,208,The Office,The Office (2001),2001,"https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UX128_CR0,1,128,176_AL_.jpg","Ricky Gervais, Martin Freeman",8.4,108217
tt4295140,209,Chef's Table,Chef's Table (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Massimo Bottura, Francis Mallmann",8.4,14969
tt2401256,210,The Night Of,The Night Of (2016),2016,"https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Riz Ahmed, John Turturro",8.4,141346
tt0163507,211,Whose Line Is It Anyway?,Whose Line Is It Anyway? (1998),1998,"https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Drew Carey, Colin Mochrie",8.4,42450
tt1124373,212,Sons of Anarchy,Sons of Anarchy (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTEyODg2NzkwMDBeQTJeQWpwZ15BbWU4MDQwODI3MzIx._V1_UX128_CR0,3,128,176_AL_.jpg","Charlie Hunnam, Katey Sagal",8.4,284509
tt0129690,213,I'm Alan Partridge,I'm Alan Partridge (1997),1997,"https://m.media-amazon.com/images/M/MV5BODRmYzYzZjItMzNmYy00NGE5LTk0MjctYWJkOGNlOWM2MWM1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve Coogan, Simon Greenall",8.4,20064
tt1442449,214,Spartacus,Spartacus (2010),2010,"https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Andy Whitfield, Lucy Lawless",8.4,235380
tt3895150,215,Your Lie in April,Your Lie in April (2014),2014,"https://m.media-amazon.com/images/M/MV5BYThlNWY5ZDgtYTIxNC00ZjdiLWJmNGUtMDFjMDlmZTAzOWFiXkEyXkFqcGdeQXVyNTM4NzAzNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Natsuki Hanae, Risa Taneda",8.4,25397
tt7278862,216,My Brilliant Friend,My Brilliant Friend (2018),2018,"https://m.media-amazon.com/images/M/MV5BODU3Nzg5NGMtOTE2MS00YWQ0LTgyYzktMWM3YjNmYjlmZTliXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Alba Rohrwacher, Margherita Mazzucco",8.4,12589
tt3920596,217,Big Little Lies,Big Little Lies (2017),2017,"https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Reese Witherspoon, Nicole Kidman",8.4,184836
tt10155688,218,Mare of Easttown,Mare of Easttown (2021),2021,"https://m.media-amazon.com/images/M/MV5BYjIyOGU1NzAtODZmYi00NGMzLWJiMjItNGNjNTFjOTM5ZDJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Kate Winslet, Julianne Nicholson",8.4,135606
tt0262150,219,Black Books,Black Books (2000),2000,"https://m.media-amazon.com/images/M/MV5BODZjOGMxMGUtYTY3YS00NjcxLWFkY2EtYzc3NDVkZjk0YWY2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR0,0,128,176_AL_.jpg","Dylan Moran, Bill Bailey",8.4,57419
tt3526078,220,Schitt's Creek,Schitt's Creek (2015),2015,"https://m.media-amazon.com/images/M/MV5BNWQ1ZmM3MTQtNTVhZC00MWVlLWI5ZjgtYmZiYWQxZjUzZWM0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX128_CR0,3,128,176_AL_.jpg","Eugene Levy, Catherine O'Hara",8.4,108995
tt5249462,221,Erased,Erased (2016),2016,"https://m.media-amazon.com/images/M/MV5BNDFmYjRkZWYtNjgyZS00YTY5LWIyMmQtZTI0OGRiOGM5NGY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ben Diskin, Tao Tsuchiya",8.4,41112
tt6958022,222,The Defiant Ones,The Defiant Ones (2017),2017,"https://m.media-amazon.com/images/M/MV5BNjAyMjg0MTMtZmUxZC00MzhiLTk1YzYtOGE4YWNmYmIzMjc4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Dr. Dre, Bono",8.4,13804
tt0472027,223,John Adams,John Adams (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTQwNDc0MDE2MF5BMl5BanBnXkFtZTcwODYwNjE2MQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Paul Giamatti, Laura Linney",8.4,31649
tt12451520,224,It's Okay to Not Be Okay,It's Okay to Not Be Okay (2020),2020,"https://m.media-amazon.com/images/M/MV5BYTk0Nzk5ZWYtYTNlZi00YjBjLWJhYjctMWMwMmYyMDA5ZjJmXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_UX128_CR0,1,128,176_AL_.jpg","Kim Soo-hyun, Seo Ye-Ji",8.4,19546
tt11301642,225,Ethos,Ethos (2020),2020,"https://m.media-amazon.com/images/M/MV5BZjkyMTYyMDktNjQxZC00Y2U0LThkMDYtYmU2YzY5OTlmYzcwXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UX128_CR0,3,128,176_AL_.jpg","Öykü Karayel, Fatih Artman",8.4,25634
tt7658402,226,Harley Quinn,Harley Quinn (2019),2019,"https://m.media-amazon.com/images/M/MV5BNWRhMTVhNjgtZjcyMS00N2YzLWI2N2QtNTYwMGFlOTdmMGY1XkEyXkFqcGdeQXVyMjkyNzYwMTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Kaley Cuoco, Lake Bell",8.4,22026
tt9398466,227,Delhi Crime,Delhi Crime (2019),2019,"https://m.media-amazon.com/images/M/MV5BODg1MTYyZjYtMzJhZi00ZjI3LWI3MTItZTFhZDNhZmYwMjYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Shefali Shah, Rajesh Tailang",8.4,18315
tt2937900,228,The Knick,The Knick (2014),2014,"https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","André Holland, Clive Owen",8.4,47247
tt1710308,229,Regular Show,Regular Show (2009),2009,"https://m.media-amazon.com/images/M/MV5BMTM3MjYwODA3MV5BMl5BanBnXkFtZTcwOTc5Nzc4Nw@@._V1_UX128_CR0,3,128,176_AL_.jpg","J.G. Quintel, William Salyers",8.4,38587
tt1227926,230,Dr. Horrible's Sing-Along Blog,Dr. Horrible's Sing-Along Blog (2008),2008,"https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Neil Patrick Harris, Nathan Fillion",8.4,43044
tt2674806,231,Inside No. 9,Inside No. 9 (2014),2014,"https://m.media-amazon.com/images/M/MV5BYTY1Y2UzMmItZDgzMC00Nzc1LTk3ZDAtYWM4MGFhNzdkYzU1XkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_UX128_CR0,1,128,176_AL_.jpg","Reece Shearsmith, Steve Pemberton",8.4,15621
tt1439629,232,Community,Community (2009),2009,"https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Joel McHale, Danny Pudi",8.4,247826
tt1883092,233,Generation War,Generation War (2013),2013,"https://m.media-amazon.com/images/M/MV5BMTYwMzIyMjg5M15BMl5BanBnXkFtZTgwNzM1NjI2MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Volker Bruch, Tom Schilling",8.4,28922
tt9561862,234,"Love, Death & Robots","Love, Death & Robots (2019)",2019,"https://m.media-amazon.com/images/M/MV5BYjEwOWQ0MjktMjZjNy00Mzc1LWE5NTItMDQ1Yjc0Zjk0NTBlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Scott Whyte, Nolan North",8.4,132163
tt5425186,235,Horace and Pete,Horace and Pete (2016),2016,"https://m.media-amazon.com/images/M/MV5BNjRhOGY5ZmMtYWE5ZC00ZDA2LTk3NDItN2FlOGE5MjQwMjVkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Louis C.K., Steve Buscemi",8.4,16224
tt0118266,236,The New Batman Adventures,The New Batman Adventures (1997),1997,"https://m.media-amazon.com/images/M/MV5BY2JkYjE4MWYtMGJlZC00OWVhLWJlMmUtNGQzYjM0ZDUxNGI2XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_UY176_CR0,0,128,176_AL_.jpg","Kevin Conroy, Tara Strong",8.4,16634
tt5675620,237,The Punisher,The Punisher (2017),2017,"https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz._V1_UX128_CR0,3,128,176_AL_.jpg","Jon Bernthal, Amber Rose Revah",8.4,214688
tt0149460,238,Futurama,Futurama (1999),1999,"https://m.media-amazon.com/images/M/MV5BNzA2ZDk2ZTUtMWU2Yi00NDVmLTk1ODEtMmFmMjQyNWYzODI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy West, John DiMaggio",8.4,227566
tt0061287,239,The Prisoner,The Prisoner (1967),1967,"https://m.media-amazon.com/images/M/MV5BMjMyMDk0NTMxNV5BMl5BanBnXkFtZTgwNTA2NTQxMTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Patrick McGoohan, Angelo Muscat",8.4,13675
tt2433738,240,Wentworth,Wentworth (2013),2013,"https://m.media-amazon.com/images/M/MV5BZDkxZmFhMDAtMmIyZS00NjAwLThlYjctZDQwMWQwYzdlYWY4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Kate Atkinson, Katrina Milosevic",8.4,21388
tt0417373,241,The Venture Bros.,The Venture Bros. (2003),2003,"https://m.media-amazon.com/images/M/MV5BMGQzMzc4ZGMtMzljYS00YmRjLTg1MDctOTBiM2ZmZDg4NDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher McCulloch, James Urbaniak",8.4,25287
tt0075520,242,Jesus of Nazareth,Jesus of Nazareth (1977),1977,"https://m.media-amazon.com/images/M/MV5BMTVmZWU2YzQtMGU0My00ZDM0LTlhNjItMTFiOThjNDJlYTliXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Robert Powell, Olivia Hussey",8.4,21650
tt7927936,243,Flames,Flames (2018),2018,"https://m.media-amazon.com/images/M/MV5BMGM5OTlmNjYtYmFlZi00MDY3LTk5YTctNTBlNjliZjEzY2E2XkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_UY176_CR6,0,128,176_AL_.jpg","Ritvik Sahore, Tanya Maniktala",8.4,28099
tt1298820,244,Clannad: After Story,Clannad: After Story (2008),2008,"https://m.media-amazon.com/images/M/MV5BYTcwNzQzNTktYjY1MC00YTVkLThkMGItZGQ3ZjBjNTc1ZmY4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Yûichi Nakamura, David Matranga",8.4,10568
tt1984119,245,Feud: Bette and Joan,Feud: Bette and Joan (2017),2017,"https://m.media-amazon.com/images/M/MV5BMjA2ODdhY2YtNDAzZi00MDQ5LTljZmYtMjcyZmJiY2YxOWE1L2ltYWdlXkEyXkFqcGdeQXVyNjY5NjM5MjA@._V1_UX128_CR0,3,128,176_AL_.jpg","Susan Sarandon, Jessica Lange",8.4,18671
tt0103584,246,X-Men: The Animated Series,X-Men: The Animated Series (1992),1992,"https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Cedric Smith, Cal Dodd",8.4,41131
tt0421291,247,Avrupa Yakasi,Avrupa Yakasi (2004),2004,"https://m.media-amazon.com/images/M/MV5BZDEzNzk4YmQtYWRhMi00ZGRmLTg2M2YtZjM2YTY0MWE1YWYwXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX128_CR0,1,128,176_AL_.jpg","Gülse Birsel, Levent Üzümcü",8.4,17964
tt0070644,248,Scenes from a Marriage,Scenes from a Marriage (1973),1973,"https://m.media-amazon.com/images/M/MV5BZDgzY2VlM2ItZTVjYS00ZmIxLTlmYWEtMzQzNGZkYTk2MDY3XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY176_CR6,0,128,176_AL_.jpg","Liv Ullmann, Erland Josephson",8.4,16237
tt0346314,249,Ghost in the Shell: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex (2002),2002,"https://m.media-amazon.com/images/M/MV5BZWQxZDhiNGEtYmRhYy00OGUxLThhYTMtNjUzMjY0YzhiYjU3XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UY176_CR0,0,128,176_AL_.jpg","Shirô Saitô, Mary Elizabeth McGlynn",8.4,19316
tt11854694,250,Special OPS,Special OPS (2020),2020,"https://m.media-amazon.com/images/M/MV5BMDc3Zjc4NjAtMTI2MC00YmQwLTk3MmItZTZiNWM0YmNiNmNkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Kay Kay Menon, Karan Tacker",8.4,30039
tt7462410,0,The Wheel of Time,The Wheel of Time (TV Series 2021– ),2021,,"Rosamund Pike, Daniel Henney",7.2,85286
